trait	uri	shortForm	trait_label_guess	trait_id_guess
"heart function attribute"	"http://purl.obolibrary.org/obo/OBA_2045275"	"OBA_2045275"	"heart function attribute"	"OBA_2045275"
"vital capacity"	"http://www.ebi.ac.uk/efo/EFO_0004312"	"EFO_0004312"	"vital capacity"	"EFO_0004312"
"forced expiratory volume"	"http://www.ebi.ac.uk/efo/EFO_0004314"	"EFO_0004314"	"forced expiratory volume"	"EFO_0004314"
"drinking behavior"	"http://www.ebi.ac.uk/efo/EFO_0004315"	"EFO_0004315"	"drinking behavior"	"EFO_0004315"
"smoking behavior"	"http://www.ebi.ac.uk/efo/EFO_0004318"	"EFO_0004318"	"smoking behavior"	"EFO_0004318"
"smoking cessation"	"http://www.ebi.ac.uk/efo/EFO_0004319"	"EFO_0004319"	"smoking cessation"	"EFO_0004319"
"lentiform nucleus volume"	"http://purl.obolibrary.org/obo/OBA_2050053"	"OBA_2050053"	"lentiform nucleus volume"	"OBA_2050053"
"attempted suicide"	"http://www.ebi.ac.uk/efo/EFO_0004321"	"EFO_0004321"	"attempted suicide"	"EFO_0004321"
"mental process"	"http://www.ebi.ac.uk/efo/EFO_0004323"	"EFO_0004323"	"mental process"	"EFO_0004323"
"blood pressure trait"	"http://purl.obolibrary.org/obo/OBA_VT0000183"	"OBA_VT0000183"	"blood pressure trait"	"OBA_VT0000183"
"electrocardiography"	"http://www.ebi.ac.uk/efo/EFO_0004327"	"EFO_0004327"	"electrocardiography"	"EFO_0004327"
"exercise test"	"http://www.ebi.ac.uk/efo/EFO_0004328"	"EFO_0004328"	"exercise test"	"EFO_0004328"
"alcohol drinking"	"http://www.ebi.ac.uk/efo/EFO_0004329"	"EFO_0004329"	"alcohol drinking"	"EFO_0004329"
"coffee consumption"	"http://www.ebi.ac.uk/efo/EFO_0004330"	"EFO_0004330"	"coffee consumption"	"EFO_0004330"
"tooth eruption"	"http://purl.obolibrary.org/obo/GO_0044691"	"GO_0044691"	"tooth eruption"	"GO_0044691"
"episodic memory"	"http://www.ebi.ac.uk/efo/EFO_0004333"	"EFO_0004333"	"episodic memory"	"EFO_0004333"
"short-term memory"	"http://www.ebi.ac.uk/efo/EFO_0004335"	"EFO_0004335"	"short-term memory"	"EFO_0004335"
"speech perception"	"http://www.ebi.ac.uk/efo/EFO_0004336"	"EFO_0004336"	"speech perception"	"EFO_0004336"
"intelligence"	"http://www.ebi.ac.uk/efo/EFO_0004337"	"EFO_0004337"	"intelligence"	"EFO_0004337"
"body weight"	"http://www.ebi.ac.uk/efo/EFO_0004338"	"EFO_0004338"	"body weight"	"EFO_0004338"
"bulimia nervosa"	"http://www.ebi.ac.uk/efo/EFO_0005204"	"EFO_0005204"	"bulimia nervosa"	"EFO_0005204"
"cervical carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0001061"	"EFO_0001061"	"cervical carcinoma"	"EFO_0001061"
"eating disorder"	"http://www.ebi.ac.uk/efo/EFO_0005203"	"EFO_0005203"	"eating disorder"	"EFO_0005203"
"trait in response to dabigatran etexilate"	"http://purl.obolibrary.org/obo/OBA_2040114"	"OBA_2040114"	"trait in response to dabigatran etexilate"	"OBA_2040114"
"aspirin hydrolysis measurement"	"http://www.ebi.ac.uk/efo/EFO_0005211"	"EFO_0005211"	"aspirin hydrolysis measurement"	"EFO_0005211"
"brain connectivity attribute"	"http://purl.obolibrary.org/obo/OBA_2045295"	"OBA_2045295"	"brain connectivity attribute"	"OBA_2045295"
"response to carboplatin"	"http://purl.obolibrary.org/obo/GO_0097328"	"GO_0097328"	"response to carboplatin"	"GO_0097328"
"congenital heart disease"	"http://www.ebi.ac.uk/efo/EFO_0005207"	"EFO_0005207"	"congenital heart disease"	"EFO_0005207"
"glomerular filtration rate"	"http://purl.obolibrary.org/obo/OBA_0003747"	"OBA_0003747"	"glomerular filtration rate"	"OBA_0003747"
"oligoclonal band measurement"	"http://www.ebi.ac.uk/efo/EFO_0005206"	"EFO_0005206"	"oligoclonal band measurement"	"EFO_0005206"
"body height"	"http://purl.obolibrary.org/obo/OBA_VT0001253"	"OBA_VT0001253"	"body height"	"OBA_VT0001253"
"body mass index"	"http://www.ebi.ac.uk/efo/EFO_0004340"	"EFO_0004340"	"body mass index"	"EFO_0004340"
"body fat distribution"	"http://www.ebi.ac.uk/efo/EFO_0004341"	"EFO_0004341"	"body fat distribution"	"EFO_0004341"
"waist circumference"	"http://purl.obolibrary.org/obo/OBA_1001085"	"OBA_1001085"	"waist circumference"	"OBA_1001085"
"waist-hip ratio"	"http://www.ebi.ac.uk/efo/EFO_0004343"	"EFO_0004343"	"waist-hip ratio"	"EFO_0004343"
"birth weight"	"http://www.ebi.ac.uk/efo/EFO_0004344"	"EFO_0004344"	"birth weight"	"EFO_0004344"
"corneal topography"	"http://www.ebi.ac.uk/efo/EFO_0004345"	"EFO_0004345"	"corneal topography"	"EFO_0004345"
"neuroimaging measurement"	"http://www.ebi.ac.uk/efo/EFO_0004346"	"EFO_0004346"	"neuroimaging measurement"	"EFO_0004346"
"hematocrit"	"http://www.ebi.ac.uk/efo/EFO_0004348"	"EFO_0004348"	"hematocrit"	"EFO_0004348"
"reasoning"	"http://www.ebi.ac.uk/efo/EFO_0004350"	"EFO_0004350"	"reasoning"	"EFO_0004350"
"heart rate"	"http://purl.obolibrary.org/obo/OBA_1001087"	"OBA_1001087"	"heart rate"	"OBA_1001087"
"mortality"	"http://www.ebi.ac.uk/efo/EFO_0004352"	"EFO_0004352"	"mortality"	"EFO_0004352"
"circadian rhythm"	"http://purl.obolibrary.org/obo/GO_0007623"	"GO_0007623"	"circadian rhythm"	"GO_0007623"
"sensory perception of taste"	"http://purl.obolibrary.org/obo/GO_0050909"	"GO_0050909"	"sensory perception of taste"	"GO_0050909"
"electroencephalogram measurement"	"http://www.ebi.ac.uk/efo/EFO_0004357"	"EFO_0004357"	"electroencephalogram measurement"	"EFO_0004357"
"event-related brain oscillation"	"http://www.ebi.ac.uk/efo/EFO_0004358"	"EFO_0004358"	"event-related brain oscillation"	"EFO_0004358"
"psychomotor performance"	"http://www.ebi.ac.uk/efo/EFO_0004362"	"EFO_0004362"	"psychomotor performance"	"EFO_0004362"
"information processing speed"	"http://www.ebi.ac.uk/efo/EFO_0004363"	"EFO_0004363"	"information processing speed"	"EFO_0004363"
"personality trait"	"http://www.ebi.ac.uk/efo/EFO_0004365"	"EFO_0004365"	"personality trait"	"EFO_0004365"
"c-reactive protein measurement"	"http://www.ebi.ac.uk/efo/EFO_0004458"	"EFO_0004458"	"c-reactive protein measurement"	"EFO_0004458"
"ferritin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004459"	"EFO_0004459"	"ferritin measurement"	"EFO_0004459"
"soluble transferrin receptor measurement"	"http://www.ebi.ac.uk/efo/EFO_0004460"	"EFO_0004460"	"soluble transferrin receptor measurement"	"EFO_0004460"
"iron biomarker measurement"	"http://www.ebi.ac.uk/efo/EFO_0004461"	"EFO_0004461"	"iron biomarker measurement"	"EFO_0004461"
"PR interval"	"http://www.ebi.ac.uk/efo/EFO_0004462"	"EFO_0004462"	"PR interval"	"EFO_0004462"
"angiotensin converting enzyme activity attribute"	"http://purl.obolibrary.org/obo/OBA_2045290"	"OBA_2045290"	"angiotensin converting enzyme activity attribute"	"OBA_2045290"
"brain attribute"	"http://purl.obolibrary.org/obo/OBA_2045210"	"OBA_2045210"	"brain attribute"	"OBA_2045210"
"blood insulin amount"	"http://purl.obolibrary.org/obo/OBA_VT0001560"	"OBA_VT0001560"	"blood insulin amount"	"OBA_VT0001560"
"insulin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004467"	"EFO_0004467"	"insulin measurement"	"EFO_0004467"
"glucose measurement"	"http://www.ebi.ac.uk/efo/EFO_0004468"	"EFO_0004468"	"glucose measurement"	"EFO_0004468"
"adiponectin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004502"	"EFO_0004502"	"adiponectin measurement"	"EFO_0004502"
"hematological measurement"	"http://www.ebi.ac.uk/efo/EFO_0004503"	"EFO_0004503"	"hematological measurement"	"EFO_0004503"
"serum hepcidin amount"	"http://purl.obolibrary.org/obo/OBA_2050089"	"OBA_2050089"	"serum hepcidin amount"	"OBA_2050089"
"chromosome, telomeric region length"	"http://purl.obolibrary.org/obo/OBA_0003784"	"OBA_0003784"	"chromosome, telomeric region length"	"OBA_0003784"
"monocyte early outgrowth colony forming unit"	"http://www.ebi.ac.uk/efo/EFO_0004506"	"EFO_0004506"	"monocyte early outgrowth colony forming unit"	"EFO_0004506"
"D dimer measurement"	"http://www.ebi.ac.uk/efo/EFO_0004507"	"EFO_0004507"	"D dimer measurement"	"EFO_0004507"
"spine bone size"	"http://www.ebi.ac.uk/efo/EFO_0004508"	"EFO_0004508"	"spine bone size"	"EFO_0004508"
"hemoglobin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004509"	"EFO_0004509"	"hemoglobin measurement"	"EFO_0004509"
"hpv seropositivity"	"http://www.ebi.ac.uk/efo/EFO_0004510"	"EFO_0004510"	"hpv seropositivity"	"EFO_0004510"
"femoral neck bone geometry"	"http://www.ebi.ac.uk/efo/EFO_0004511"	"EFO_0004511"	"femoral neck bone geometry"	"EFO_0004511"
"bone measurement"	"http://www.ebi.ac.uk/efo/EFO_0004512"	"EFO_0004512"	"bone measurement"	"EFO_0004512"
"bone fracture related measurement"	"http://www.ebi.ac.uk/efo/EFO_0004516"	"EFO_0004516"	"bone fracture related measurement"	"EFO_0004516"
"arterial stiffness measurement"	"http://www.ebi.ac.uk/efo/EFO_0004517"	"EFO_0004517"	"arterial stiffness measurement"	"EFO_0004517"
"serum creatinine amount"	"http://purl.obolibrary.org/obo/OBA_2050096"	"OBA_2050096"	"serum creatinine amount"	"OBA_2050096"
"soluble p-selectin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004519"	"EFO_0004519"	"soluble p-selectin measurement"	"EFO_0004519"
"icam-1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004520"	"EFO_0004520"	"icam-1 measurement"	"EFO_0004520"
"sensory perception of bitter taste"	"http://purl.obolibrary.org/obo/GO_0050913"	"GO_0050913"	"sensory perception of bitter taste"	"GO_0050913"
"erythrocyte volume"	"http://purl.obolibrary.org/obo/OBA_0003460"	"OBA_0003460"	"erythrocyte volume"	"OBA_0003460"
"mean corpuscular hemoglobin"	"http://www.ebi.ac.uk/efo/EFO_0004527"	"EFO_0004527"	"mean corpuscular hemoglobin"	"EFO_0004527"
"lipid measurement"	"http://www.ebi.ac.uk/efo/EFO_0004529"	"EFO_0004529"	"lipid measurement"	"EFO_0004529"
"triglyceride measurement"	"http://www.ebi.ac.uk/efo/EFO_0004530"	"EFO_0004530"	"triglyceride measurement"	"EFO_0004530"
"urate measurement"	"http://www.ebi.ac.uk/efo/EFO_0004531"	"EFO_0004531"	"urate measurement"	"EFO_0004531"
"serum gamma-glutamyl transferase measurement"	"http://www.ebi.ac.uk/efo/EFO_0004532"	"EFO_0004532"	"serum gamma-glutamyl transferase measurement"	"EFO_0004532"
"alkaline phosphatase measurement"	"http://www.ebi.ac.uk/efo/EFO_0004533"	"EFO_0004533"	"alkaline phosphatase measurement"	"EFO_0004533"
"creatine kinase measurement"	"http://www.ebi.ac.uk/efo/EFO_0004534"	"EFO_0004534"	"creatine kinase measurement"	"EFO_0004534"
"serum albumin amount"	"http://purl.obolibrary.org/obo/OBA_2050068"	"OBA_2050068"	"serum albumin amount"	"OBA_2050068"
"neonatal systemic lupus erythematosus"	"http://www.ebi.ac.uk/efo/EFO_0004537"	"EFO_0004537"	"neonatal systemic lupus erythematosus"	"EFO_0004537"
"chronic fatigue syndrome"	"http://www.ebi.ac.uk/efo/EFO_0004540"	"EFO_0004540"	"chronic fatigue syndrome"	"EFO_0004540"
"HbA1c measurement"	"http://www.ebi.ac.uk/efo/EFO_0004541"	"EFO_0004541"	"HbA1c measurement"	"EFO_0004541"
"brain serotonin transporter level"	"http://purl.obolibrary.org/obo/OBA_2045374"	"OBA_2045374"	"brain serotonin transporter level"	"OBA_2045374"
"bilirubin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004570"	"EFO_0004570"	"bilirubin measurement"	"EFO_0004570"
"butyrylcholinesterase measurement"	"http://www.ebi.ac.uk/efo/EFO_0004571"	"EFO_0004571"	"butyrylcholinesterase measurement"	"EFO_0004571"
"C4BP measurement"	"http://www.ebi.ac.uk/efo/EFO_0004572"	"EFO_0004572"	"C4BP measurement"	"EFO_0004572"
"chemerin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004573"	"EFO_0004573"	"chemerin measurement"	"EFO_0004573"
"total cholesterol measurement"	"http://www.ebi.ac.uk/efo/EFO_0004574"	"EFO_0004574"	"total cholesterol measurement"	"EFO_0004574"
"E-selectin amount"	"http://purl.obolibrary.org/obo/OBA_2050324"	"OBA_2050324"	"E-selectin amount"	"OBA_2050324"
"fetal hemoglobin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004576"	"EFO_0004576"	"fetal hemoglobin measurement"	"EFO_0004576"
"homocysteine measurement"	"http://www.ebi.ac.uk/efo/EFO_0004578"	"EFO_0004578"	"homocysteine measurement"	"EFO_0004578"
"serum IgE amount"	"http://purl.obolibrary.org/obo/OBA_2050084"	"OBA_2050084"	"serum IgE amount"	"OBA_2050084"
"interleukin 18 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004581"	"EFO_0004581"	"interleukin 18 measurement"	"EFO_0004581"
"enzyme/coenzyme activity trait"	"http://purl.obolibrary.org/obo/OBA_VT0005584"	"OBA_VT0005584"	"enzyme/coenzyme activity trait"	"OBA_VT0005584"
"serum alanine aminotransferase amount"	"http://purl.obolibrary.org/obo/OBA_2050062"	"OBA_2050062"	"serum alanine aminotransferase amount"	"OBA_2050062"
"platelet volume"	"http://purl.obolibrary.org/obo/OBA_0003277"	"OBA_0003277"	"platelet volume"	"OBA_0003277"
"naphthyl-keratin adduct measurement"	"http://www.ebi.ac.uk/efo/EFO_0004585"	"EFO_0004585"	"naphthyl-keratin adduct measurement"	"EFO_0004585"
"lymphocyte count"	"http://www.ebi.ac.uk/efo/EFO_0004587"	"EFO_0004587"	"lymphocyte count"	"EFO_0004587"
"upper arm circumference"	"http://purl.obolibrary.org/obo/OBA_1000030"	"OBA_1000030"	"upper arm circumference"	"OBA_1000030"
"childhood onset asthma"	"http://purl.obolibrary.org/obo/MONDO_0005405"	"MONDO_0005405"	"childhood onset asthma"	"MONDO_0005405"
"gestational diabetes"	"http://www.ebi.ac.uk/efo/EFO_0004593"	"EFO_0004593"	"gestational diabetes"	"EFO_0004593"
"eosinophilic esophagitis"	"http://www.ebi.ac.uk/efo/EFO_0004232"	"EFO_0004232"	"eosinophilic esophagitis"	"EFO_0004232"
"hiv mother to child transmission"	"http://www.ebi.ac.uk/efo/EFO_0004595"	"EFO_0004595"	"hiv mother to child transmission"	"EFO_0004595"
"diabetes mellitus type 2 associated cataract"	"http://www.ebi.ac.uk/efo/EFO_0004596"	"EFO_0004596"	"diabetes mellitus type 2 associated cataract"	"EFO_0004596"
"acute graft vs. host disease"	"http://www.ebi.ac.uk/efo/EFO_0004599"	"EFO_0004599"	"acute graft vs. host disease"	"EFO_0004599"
"gallbladder neoplasm"	"http://www.ebi.ac.uk/efo/EFO_0004606"	"EFO_0004606"	"gallbladder neoplasm"	"EFO_0004606"
"duodenal ulcer"	"http://www.ebi.ac.uk/efo/EFO_0004607"	"EFO_0004607"	"duodenal ulcer"	"EFO_0004607"
"acute lung injury"	"http://www.ebi.ac.uk/efo/EFO_0004610"	"EFO_0004610"	"acute lung injury"	"EFO_0004610"
"low density lipoprotein cholesterol measurement"	"http://www.ebi.ac.uk/efo/EFO_0004611"	"EFO_0004611"	"low density lipoprotein cholesterol measurement"	"EFO_0004611"
"high density lipoprotein cholesterol measurement"	"http://www.ebi.ac.uk/efo/EFO_0004612"	"EFO_0004612"	"high density lipoprotein cholesterol measurement"	"EFO_0004612"
"apolipoprotein a 1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004614"	"EFO_0004614"	"apolipoprotein a 1 measurement"	"EFO_0004614"
"osteoarthritis, knee"	"http://www.ebi.ac.uk/efo/EFO_0004616"	"EFO_0004616"	"osteoarthritis, knee"	"EFO_0004616"
"cystatin c measurement"	"http://www.ebi.ac.uk/efo/EFO_0004617"	"EFO_0004617"	"cystatin c measurement"	"EFO_0004617"
"vitamin K measurement"	"http://www.ebi.ac.uk/efo/EFO_0004618"	"EFO_0004618"	"vitamin K measurement"	"EFO_0004618"
"factor VII measurement"	"http://www.ebi.ac.uk/efo/EFO_0004619"	"EFO_0004619"	"factor VII measurement"	"EFO_0004619"
"vitamin B12 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004620"	"EFO_0004620"	"vitamin B12 measurement"	"EFO_0004620"
"vitamin B6 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004621"	"EFO_0004621"	"vitamin B6 measurement"	"EFO_0004621"
"sphingolipid amount"	"http://purl.obolibrary.org/obo/OBA_1000965"	"OBA_1000965"	"sphingolipid amount"	"OBA_1000965"
"circulating fibrinogen levels"	"http://purl.obolibrary.org/obo/OBA_0000061"	"OBA_0000061"	"circulating fibrinogen levels"	"OBA_0000061"
"progranulin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004625"	"EFO_0004625"	"progranulin measurement"	"EFO_0004625"
"igfbp-3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004626"	"EFO_0004626"	"igfbp-3 measurement"	"EFO_0004626"
"vitamin D amount"	"http://purl.obolibrary.org/obo/OBA_1000968"	"OBA_1000968"	"vitamin D amount"	"OBA_1000968"
"nevus count"	"http://www.ebi.ac.uk/efo/EFO_0004632"	"EFO_0004632"	"nevus count"	"EFO_0004632"
"protein c measurement"	"http://www.ebi.ac.uk/efo/EFO_0004633"	"EFO_0004633"	"protein c measurement"	"EFO_0004633"
"leptin receptor measurement"	"http://www.ebi.ac.uk/efo/EFO_0004635"	"EFO_0004635"	"leptin receptor measurement"	"EFO_0004635"
"phospholipid amount"	"http://purl.obolibrary.org/obo/OBA_1001011"	"OBA_1001011"	"phospholipid amount"	"OBA_1001011"
"haptoglobin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004640"	"EFO_0004640"	"haptoglobin measurement"	"EFO_0004640"
"white matter integrity"	"http://www.ebi.ac.uk/efo/EFO_0004641"	"EFO_0004641"	"white matter integrity"	"EFO_0004641"
"cortisol secretion efficacy"	"http://purl.obolibrary.org/obo/OBA_2045286"	"OBA_2045286"	"cortisol secretion efficacy"	"OBA_2045286"
"TPE interval measurement"	"http://www.ebi.ac.uk/efo/EFO_0004644"	"EFO_0004644"	"TPE interval measurement"	"EFO_0004644"
"response to vaccine"	"http://www.ebi.ac.uk/efo/EFO_0004645"	"EFO_0004645"	"response to vaccine"	"EFO_0004645"
"trait in response to platinum"	"http://purl.obolibrary.org/obo/OBA_2040037"	"OBA_2040037"	"trait in response to platinum"	"OBA_2040037"
"response to ximelagatran"	"http://purl.obolibrary.org/obo/GO_0036288"	"GO_0036288"	"response to ximelagatran"	"GO_0036288"
"response to tnf antagonist"	"http://www.ebi.ac.uk/efo/EFO_0004653"	"EFO_0004653"	"response to tnf antagonist"	"EFO_0004653"
"biological variation design"	"http://www.ebi.ac.uk/efo/EFO_0004667"	"EFO_0004667"	"biological variation design"	"EFO_0004667"
"beta-amyloid 1-42 measurement"	"http://www.ebi.ac.uk/efo/EFO_0004670"	"EFO_0004670"	"beta-amyloid 1-42 measurement"	"EFO_0004670"
"QT interval"	"http://www.ebi.ac.uk/efo/EFO_0004682"	"EFO_0004682"	"QT interval"	"EFO_0004682"
"tumor necrosis factor alpha amount"	"http://purl.obolibrary.org/obo/OBA_1001013"	"OBA_1001013"	"tumor necrosis factor alpha amount"	"OBA_1001013"
"hip geometry"	"http://www.ebi.ac.uk/efo/EFO_0004685"	"EFO_0004685"	"hip geometry"	"EFO_0004685"
"testosterone measurement"	"http://www.ebi.ac.uk/efo/EFO_0004908"	"EFO_0004908"	"testosterone measurement"	"EFO_0004908"
"dihydrotestosterone measurement"	"http://www.ebi.ac.uk/efo/EFO_0004909"	"EFO_0004909"	"dihydrotestosterone measurement"	"EFO_0004909"
"CYP3A4 activity"	"http://www.ebi.ac.uk/efo/EFO_0004910"	"EFO_0004910"	"CYP3A4 activity"	"EFO_0004910"
"familial hypercholesterolemia"	"http://www.ebi.ac.uk/efo/EFO_0004911"	"EFO_0004911"	"familial hypercholesterolemia"	"EFO_0004911"
"serum IgA amount"	"http://purl.obolibrary.org/obo/OBA_2050074"	"OBA_2050074"	"serum IgA amount"	"OBA_2050074"
"facial neural processing"	"http://www.ebi.ac.uk/efo/EFO_0004914"	"EFO_0004914"	"facial neural processing"	"EFO_0004914"
"vaspin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004915"	"EFO_0004915"	"vaspin measurement"	"EFO_0004915"
"Barrett's esophagus"	"http://www.ebi.ac.uk/efo/EFO_0000280"	"EFO_0000280"	"Barrett's esophagus"	"EFO_0000280"
"post-traumatic stress disorder"	"http://www.ebi.ac.uk/efo/EFO_0001358"	"EFO_0001358"	"post-traumatic stress disorder"	"EFO_0001358"
"squamous cell carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000707"	"EFO_0000707"	"squamous cell carcinoma"	"EFO_0000707"
"hepatitis C virus infection"	"http://www.ebi.ac.uk/efo/EFO_0003047"	"EFO_0003047"	"hepatitis C virus infection"	"EFO_0003047"
"neuropathy"	"http://www.ebi.ac.uk/efo/EFO_0004149"	"EFO_0004149"	"neuropathy"	"EFO_0004149"
"amygdala reactivity measurement"	"http://www.ebi.ac.uk/efo/EFO_0004550"	"EFO_0004550"	"amygdala reactivity measurement"	"EFO_0004550"
"blood urea nitrogen amount"	"http://purl.obolibrary.org/obo/OBA_VT0005265"	"OBA_VT0005265"	"blood urea nitrogen amount"	"OBA_VT0005265"
"trait in response to paclitaxel"	"http://purl.obolibrary.org/obo/OBA_2040073"	"OBA_2040073"	"trait in response to paclitaxel"	"OBA_2040073"
"temperament and character inventory"	"http://www.ebi.ac.uk/efo/EFO_0004825"	"EFO_0004825"	"temperament and character inventory"	"EFO_0004825"
"response to vitamin"	"http://purl.obolibrary.org/obo/GO_0033273"	"GO_0033273"	"response to vitamin"	"GO_0033273"
"sex hormone-binding globulin measurement"	"http://www.ebi.ac.uk/efo/EFO_0004696"	"EFO_0004696"	"sex hormone-binding globulin measurement"	"EFO_0004696"
"methamphetamine dependence"	"http://www.ebi.ac.uk/efo/EFO_0004701"	"EFO_0004701"	"methamphetamine dependence"	"EFO_0004701"
"age at menarche"	"http://www.ebi.ac.uk/efo/EFO_0004703"	"EFO_0004703"	"age at menarche"	"EFO_0004703"
"age at menopause"	"http://www.ebi.ac.uk/efo/EFO_0004704"	"EFO_0004704"	"age at menopause"	"EFO_0004704"
"hypothyroidism"	"http://www.ebi.ac.uk/efo/EFO_0004705"	"EFO_0004705"	"hypothyroidism"	"EFO_0004705"
"infantile hypertrophic pyloric stenosis"	"http://www.ebi.ac.uk/efo/EFO_0004707"	"EFO_0004707"	"infantile hypertrophic pyloric stenosis"	"EFO_0004707"
